OTU,MFD004-1-F1,MFD004-1-F2,MFD004-1-F3,MFD004-1-S1,MFD004-1-S2,MFD004-1-S3,MFD004-2-F1,MFD004-2-F2,MFD004-2-F3,MFD004-2-S1,MFD004-2-S2,MFD004-2-S3,MFD004-3-F1,MFD004-3-F2,MFD004-3-F3,MFD004-3-S1,MFD004-3-S2,MFD004-3-S3,MFD004-4-F1,MFD004-4-F2,MFD004-4-F3,MFD004-4-S1,MFD004-4-S2,MFD004-5-F1,MFD004-5-F2,MFD004-5-F3,MFD004-5-S1,MFD004-5-S2,MFD004-5-S3,MFD004-PCR-NEG-S,MFD004-PCR-POS-F,MFD004-PCR-POS-S,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_5838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,denovo_f_155836,denovo_g_155836,denovo_s_155836
OTU_5839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,denovo_f_24546,,
OTU_5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,denovo_f_24546,denovo_g_140437,
OTU_5841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,denovo_f_24546,denovo_g_140437,denovo_s_140437
OTU_5842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,denovo_f_24546,denovo_g_140437,denovo_s_163283
OTU_5843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,8,3,6,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
OTU_5844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,denovo_g_152091,
OTU_5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,denovo_g_16175,
OTU_5846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,denovo_g_16175,denovo_s_16175
OTU_5847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,denovo_g_31688,
OTU_5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,denovo_g_42291,denovo_s_70508
OTU_5849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,denovo_g_47971,
OTU_5850,3,2,2,4,0,0,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,,,
OTU_5851,18,15,18,16,21,20,10,16,19,8,14,4,7,4,14,13,20,24,3,0,6,2,5,0,0,0,0,0,0,0,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,,
OTU_5852,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_115851,
OTU_5853,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_115851,denovo_s_173673
OTU_5854,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_119688,
OTU_5855,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_119688,denovo_s_119688
OTU_5856,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_119688,denovo_s_135520
OTU_5857,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_119688,denovo_s_164669
OTU_5858,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_136802,
OTU_5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_136802,denovo_s_174497
OTU_5860,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_136802,denovo_s_175644
OTU_5861,5,12,6,6,8,18,10,14,8,4,14,6,10,2,16,18,26,11,5,0,2,4,2,0,2,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_1511,
OTU_5862,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_1511,denovo_s_107809
OTU_5863,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_1511,denovo_s_113040
OTU_5864,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_1511,denovo_s_132840
OTU_5865,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_1511,denovo_s_165704
OTU_5866,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_1511,denovo_s_166302
OTU_5867,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_1511,denovo_s_33237
OTU_5868,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_1511,denovo_s_37444
OTU_5869,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_1511,denovo_s_40122
OTU_5870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_1511,denovo_s_41100
OTU_5871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_1511,denovo_s_42359
OTU_5872,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_1511,denovo_s_76563
OTU_5873,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_1511,denovo_s_88252
OTU_5874,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_159129,
OTU_5875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_159129,denovo_s_159129
OTU_5876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_19313,
OTU_5877,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_33665,
OTU_5878,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_33665,denovo_s_119742
OTU_5879,0,0,0,0,2,0,0,0,3,0,0,0,0,0,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_4264,
OTU_5880,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_4264,denovo_s_149651
OTU_5881,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_4264,denovo_s_33804
OTU_5882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_4264,denovo_s_34945
OTU_5883,2,0,0,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_4264,denovo_s_4264
OTU_5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_4264,denovo_s_82292
OTU_5885,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,denovo_g_87191,denovo_s_126131
OTU_5886,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Micropepsis,
OTU_5887,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Micropepsis,denovo_s_135332
OTU_5888,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,denovo_s_7706
OTU_5889,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,denovo_s_86480
OTU_5890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,,
OTU_5891,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Ca_Finniella,
OTU_5892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Ca_Finniella,denovo_s_76836
OTU_5893,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Ca_Paracaedibacter,
OTU_5894,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Ca_Paracaedibacter,denovo_s_116235
OTU_5895,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Ca_Paracaedibacter,denovo_s_167545
OTU_5896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,,,
OTU_5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Tepidicaulis,
OTU_5898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,4,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,,,
OTU_5899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,denovo_f_19575,Constrictibacter,
OTU_5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,denovo_f_19575,Constrictibacter,denovo_s_118634
OTU_5901,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,2,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,denovo_f_19575,denovo_g_25533,
OTU_5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,denovo_f_19575,denovo_g_25533,denovo_s_110146
OTU_5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,denovo_f_19575,denovo_g_25533,denovo_s_127894
OTU_5904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,denovo_f_2990,,
OTU_5905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,denovo_f_2990,denovo_g_26068,
OTU_5906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,denovo_f_2990,denovo_g_26068,denovo_s_75086
OTU_5907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,denovo_f_2990,denovo_g_2990,
OTU_5908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,denovo_f_2990,denovo_g_2990,denovo_s_18840
OTU_5909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,denovo_f_2990,denovo_g_31462,denovo_s_119179
OTU_5910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,EF100-94H03,denovo_g_15461,
OTU_5911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,EF100-94H03,denovo_g_28552,denovo_s_28552
OTU_5912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,,,
OTU_5913,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,,
OTU_5914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,denovo_g_115372,
OTU_5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,denovo_g_35242,
OTU_5916,10,21,4,19,9,22,0,0,2,0,0,0,2,0,4,0,0,0,50,22,45,20,34,2,0,2,6,4,4,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,
OTU_5917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,denovo_s_54299
OTU_5918,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,denovo_s_84849
OTU_5919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,denovo_s_91072
OTU_5920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Reyranella_massiliensis
OTU_5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Reyranella_terrae
OTU_5922,52,41,31,63,54,105,100,122,156,54,61,52,31,38,49,47,110,47,55,40,58,66,64,148,187,110,75,139,73,0,26,26,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU_5923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,,
OTU_5924,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,denovo_g_15152,
OTU_5925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,denovo_g_15152,denovo_s_126128
OTU_5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,denovo_g_15152,denovo_s_135560
OTU_5927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,denovo_g_17493,denovo_s_65585
OTU_5928,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,denovo_g_24551,
OTU_5929,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,,
OTU_5930,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,denovo_g_121432,
OTU_5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,denovo_g_121432,denovo_s_121432
OTU_5932,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,denovo_g_26018,denovo_s_33296
OTU_5933,60,43,35,73,92,106,106,125,158,38,65,70,48,34,52,47,87,40,6,8,10,0,5,6,10,0,0,18,6,0,3,10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU_5934,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1174-901-12,
OTU_5935,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1174-901-12,denovo_s_81287
OTU_5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI_cluster,
OTU_5937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI_cluster,denovo_s_30307
OTU_5938,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,
OTU_5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,4,2,4,4,2,0,0,4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,
OTU_5940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,denovo_g_11905,denovo_s_33520
OTU_5941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,denovo_g_246,
OTU_5942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,denovo_g_246,denovo_s_167233
OTU_5943,2,6,0,4,0,0,54,50,50,9,24,34,0,0,8,2,14,6,2,0,2,2,0,0,2,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,denovo_g_66,
OTU_5944,0,0,2,2,0,2,31,32,55,11,20,10,4,8,12,8,14,5,2,0,0,2,0,0,2,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,denovo_g_66,denovo_s_144494
OTU_5945,0,2,0,2,2,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,denovo_g_69276,
